微博正文,发布时间
#每日国际资讯#特朗普骂人这下可找到对手了。今天早上他刚讽刺完MiniMike的身高，下午布隆伯格就强势反击说：“我来的地方，我们都是从脖子以上量身高的。众所周知，特朗普就是纽约恶霸，而我是纽约来的，我知道怎么对付恶霸。特朗普老在推特上提我，其实就是因为他怕我！”#湖北一半以上确诊病例都用中医药治疗#L王冰汝的微博视频,2020-02-15 14:00
【特朗普野心终于浮出水面，头号对手酝酿又一大招，普京如何应对？】大洋彼岸传来危险信号，眼看着俄罗斯大力发展自身战略威慑能力，特朗普野心终于浮出水面，他高调宣称，如果与俄罗斯军控谈判无果，美国将建立起世界上最强大的核力量，而面对这一计划的公然宣布，俄罗斯麻烦大了。#军事##辰龙军事#O特朗普野心终于浮出水面，头号对手酝酿又一大招，普京如何应对？,2020-02-15 13:57
中方：要我们参加三边军控不公平美俄应大幅削核武我们猜想，美国是基于另一种逻辑思考的问题，它认为中俄都是美国的战略竞争对手，在某种意义上，中俄力量加一起再跟美国比较，才符合美国的“对等”原则，才是美国想要的“公平”，就好比特朗普政府制定的以巴世纪协议一样，以色列认为协议很公平，因为全部符合以色列的需求，自然是他们眼中的“公平”协议。对待中俄，特朗普政府的想法是，中俄核武总数和美国核武总数对比，中俄导弹舰艇等军事力量加起来跟美国对比，这样才符合美国的“公平原则”，或者说，特朗普心理还有一个更伟大的提议，全球其他各国军事总力量应该加起来，然后跟美国维持在一个水平，这样才是最公平最伟大最完美的协议O中方：要我们参加三边军控不公平美俄应大幅削核武,2020-02-15 13:54
特朗普总统也不容易，下面的人干那么多坏事，不加强国防，铁定被别人揍的，财政预算，钱都放国防了。,2020-02-15 13:52
2月14日，“威士特丹”号邮轮乘客终于靠岸，柬埔寨总理洪森在码头迎接。一名乘客激动地称就算美国关岛都没同意让他们下船，非常感谢柬埔寨。此前该邮轮2200余名乘客虽暂无新冠肺炎确诊病例，先后被泰国、日本等等国禁止通航。据称该船上有600名美国人，多名美国乘客在推特上向特朗普求助，但是始终不理。L世面的秒拍视频,2020-02-15 13:50
可以这么说，使得特朗普参选总统的强烈内驱力，应该是来自奥巴马在国会上的一次回应声明，这天作为媒体人的特朗普也出现在了现场，奥巴马猛烈的回击和嘲笑使得在座的特朗普恨不能立即回家抱着枕头痛哭，但为着守护得体的举止特朗普不得不在众人面前强颜欢笑，虽然特朗普这时的嘴唇已是紧闭。事情的起因来自于，奥巴马当选总统后，国内反对团体对于奥巴马是否具备参选美国总统资格的质疑，这个资格就是奥巴马是否是在美国出生的美国公民，按照美国法律：任何未在美国本土出生的美国公民，将不具备参选美国总统的资格。特朗普积极投身在了这场质疑，并在每晚全国电视媒体政治节目中投入讨论，这类节目，在人人关注自身权利和维护自身权利，并时刻质疑政府公权力使用的美国，占据相当高的收视率。不能不承认，作为美国总统的奥巴马在对待这场质疑和回应中，所保持的得体的体面，和民主制度所应持守的对权力的收敛，还有一个公众人物所应保持的风度和幽默，都使得奥巴马获得了由衷的掌声和佩服，虽然这时的特朗普的心中已是苦海翻滚、奥巴马看着台下的特朗普说：“今晚唐纳德.特朗普在这里，没有人能比特朗普更高兴，更骄傲，去解决这个出生证明问题”。（台下笑声）”因为他终于可以恢复，去关注其他重要问题，像我们是否假登月”。（台下笑声）奥巴马这时的进攻更加美式幽默和猛烈：虽然这是个玩笑，但我们都明显了解，你所具备的资格和经验的广度，是在《名人学徒》的牛排烹饪讨论中，但是，特朗普先生，你必须要承认的是，你真正的问题是缺乏领导力”。（台下轰然）台下的特朗普这时倍受煎熬，但他不得不努力在脸上表现出笑容。（在一个民主和讲究得体举止的社会，接纳嘲笑的常规方式，是振作起来，或者至少假装对此保持幽默，即使你当晚在枕上痛哭）--旁白奥巴马用：“特朗普先生，你处理得很好.....不管我们对特朗普先生如何评价，他肯定会为白宫带来一些改变”结束了本次回应。特朗普的人生轨迹也就在这晚，发生了改变。他决心竞选美国总统，我认为他受此内心驱使---“每个贬低者，将来都将向特朗普总统低头，这是成为宇宙最有权势者的终极复仇”（旁白）【本文修录内容来自纪录片《PBC前线--从奥巴马到特朗普，由@水山水山水山工作室编译，,2020-02-15 13:47
#腾讯新闻#紧要关头，特朗普要对世卫釜底抽薪，援助把戏被拆穿O紧要关头，特朗普要对世卫釜底抽薪，援助把戏被拆穿来自@腾讯新闻,2020-02-15 13:46
[精选]特朗普刚刚被判无罪后火速发了这段视频：想成为“永...。查看👉👉👉O网页链接特朗普刚刚被判无罪后火速发了这段视频：想成为“永远的总统”O网页链接,2020-02-15 13:39
#腾讯新闻#紧要关头，特朗普要对世卫釜底抽薪，援助把戏被拆穿O网页链接#来自@腾讯新闻（美国这阴险小人！中国每个人出100元、都有几百亿怕你美国个球.,2020-02-15 13:38
华为鸿蒙特朗普和佩洛西比当年克林顿和希拉里更像是一对夫妻！有“夫妻”联手，有同“床”异梦！,2020-02-15 13:34
"#金博士点评#一场看不见硝烟的战争……美国对WHO（WorldHealthOrganization,世界卫生组织）总干事谭德塞（ቴዎድሮስአድሓኖምገብረኢየሱስ，TedrosGhebreyesus），早有不満，公开表示WHO赴华专家团将美国排斥在外不具公信力，因为美国的医学科研水平世界之最，无国比拟，特朗普总统说干就干，昨天决定砍掉30多亿美国援助全球卫生基金，其中包括每年50％捐给WHO的经费。L克里斯托夫-金的微博视频",2020-02-15 13:31
在蓬佩奥和埃斯珀面前德国总统这样驳斥“美国优先”当地时间周五（14日）第56届慕尼黑安全会议拉开帷幕。德国总统弗兰克-瓦尔特·施泰因迈尔在会议开幕之际发表致辞，讲话中对特朗普政府的“美国优先”外交政策进行了一番抨击。施泰因迈尔在讲话中警告称，美国将以牺牲盟友利益为代价，把美国的利益放在首位。他说：我们最亲密的盟友美国，在现任政府的领导下拒绝接受国际社会的概念，‘再次伟大’，却不惜以牺牲邻国和合作伙伴的利益为代价。他没有点名特朗普，但提到了他的竞选口号“让美国再次伟大”“这样的想法和行为伤害了我们所有人”,2020-02-15 13:30
不知道数据爬虫设置的关键词和关联词是什么，是不是阅读量大过5千就转为人工审查，好奇的是，那些躲在背后删微博的人的真实心态，下班后见到亲朋好友聊天时，以普通面目示人时，他们是否为自己的工作感到可耻。特朗普虽然是个大嘴巴，有相当多的作秀和不靠谱，喜欢有事没事上推特嚷嚷，声势很大，但和告密的秘密警察普京一比，就觉得如果一定要在两人中选一个的话，特朗普也就没那么讨人厌了，毕竟他把什么都摆在明面上，也算坦荡，更厌恶普京，虽然不关注也不知道他说过什么，但躲在阴暗处谋害他人者让人更鄙视和瞧不上。,2020-02-15 13:28
小美就是小人、伪君子、流氓、无赖、恐怖分子、野兽…不同场景轮流扮演着这些不同角色！啥阴招、恶招都会耍，地球人哪里有痛哪里撒把盐，哪个人倒下就...//【紧要关头特朗普要对世卫釜底抽薪援助把戏被拆穿】O紧要关头特朗普要对世卫釜底抽薪援助把戏被拆穿,2020-02-15 13:23
#凤凰新闻#分享凤凰新闻：特朗普31岁女助理回归，气质超A，听命第一女婿恐引伊万卡担忧O特朗普31岁女助理回归，气质超A，听命第一女婿恐引伊万卡担忧来自@凤凰新闻客户端O网页链接O特朗普31岁女助理回归，气质超A，听命第一女婿恐引伊万卡担忧,2020-02-14 15:46
【美国参议院通过议案限制总统对伊朗动武】美国国会参议院13日通过一项旨在限制总统对伊朗采取军事行动的议案。参议院当天以55票赞成、45票反对通过这项由民主党参议员提出的议案。有8名共和党参议员投了赞成票。议案要求总统在未获得国会授权情况下不得对伊朗采取军事行动。　　美国总统特朗普12日在社交媒体推特上曾呼吁参议院否决该议案，他称民主党人提出该议案是为了让共和党人难堪。他还表示，现在不是向伊朗示弱的时候。民主党众议员表示，他们还会推动众议院通过该议案。美国媒体认为，即便该议案在参众两院都获得通过，特朗普仍可以否决该议案。如果特朗普否决该议案，参众两院均需至少三分之二票数重新通过决议案，才能驳回总统的否决。（@新华国际）,2020-02-14 15:42
这位白皮发言说，两周前白弓就要派最厉害的专家来中国，但中国不接受，感到非常失望...然后借此指责我们透明度不够，对数字进行修改，这数字是一个巨大未知数...然后说这与政治无关，这只是关于公共健康...然后说他们的疫情控制住了，不知道中国控制住了没有，他们特朗普还在和我们沟通。评论：不是说与政治无关吗，为什么立马指责透明度，造谣说是个巨大未知数，其次你才几个感染者呀，你就拿来炫耀，干嘛不拿流感来炫耀呢！双标白皮！！#首位康复患者现场捐献血浆##俄罗斯千人飙中文#O网页链接L王冰汝的微博视频,2020-02-14 15:41
这陈年老醋味隔着太平洋特朗普都闻到了吧不过有爽到“我觉得还不够，会继续努力的”这句话真的逼中之逼笑死我了比王一博还拽的只有他的粉丝,2020-02-14 15:41
#2019/2020赛季斯诺克冠军联赛#官网终于更新第7组名单，在开打前20多天就更新，不容易，“奶伕”米尔金斯替补进入。第6组小组前5名中的吉尔伯特、希金斯、多特、威廉姆斯延续加入第7组再打。但冠军组仍没更新，第6组冠军特朗普仍游荡在外。还剩两组比赛，在#2020年斯诺克球员锦标赛#后开打，也是给世界第一特朗普冲击赛季百杆过百的好机会。不知冠军联赛保持的连续六年都有147满分杆诞生的职巡赛记录能不能再延长冠军组也曾诞生过147满分杆，2015年M-戴维斯在冠军组决胜局曾轰出一杆147满分。在第6组现世界第一特朗普在小组决赛决胜局差点打出一杆147满分，可惜收彩阶段断在黄球，太遗憾了，这是本届冠军联赛最接近147满分杆的一杆,2020-02-14 15:36
　美国约67%选民认为特朗普会连任　　目前，美国民主党初选已结束，民主党总统参选人布蒂吉格和桑德斯暂时领先。最新民调显示，尽管大多数美国人认为总统特朗普不应连任，但约67%的选民认为，特朗普将在2020年赢得连任。,2020-02-14 15:33
铥腔嫣朗霎睾凝坚筵埸美股暴跌500多点，看样子今天反抽不上去了。前几天是中国投资者，今天是美国乃至全球的投资者，都在心中默默地“问候”着特朗普，也不知道问候的都是啥。,2020-02-14 15:32
美国总统唐纳德·特朗普星期四(2月13日)抨击曾担任他的白宫办公厅主任的约翰·凯利。在这之前，凯利为一位曾在弹劾调查期间做出对总统不利证词并随后被特朗普赶走的国家安全委员会助理辩护。O特朗普总统抨击他的前白宫办公厅主任,2020-02-14 15:30
发布了头条文章：《绝杀！特朗普彻底稳了，最后关头逆转局势，总统任期直接加4年》#美军动态#O绝杀！特朗普彻底稳了，最后关头逆转局势，总统任期直接加4年,2020-02-14 15:26
¡¾美再延长华为临时许可45天允许与美企继续开展业务|美国|华为_新浪军事_新浪网¡¿[环球网报道记者李东尧]据路透社最新消息，美国特朗普政府当地时间13日宣布，将把允许美国公司继续与华为公司开展业务的期限再延长45天。路透社称，去年5月，美国商...O美再延长华为临时许可45天允许与美企继续开展业务,2020-02-14 15:22
【美联储委员：美元数字化有助于保持美元在全球贸易中的优势地位】据CoinDesk消息，美国总统特朗普提名的联邦储备委员会委员JudyShelton对议员们表示，将美元数字化可能有助于保持美元在全球贸易中的优势地位。在周四的参议院确认听证会上，她表示美国需要金融技术创新来保持领先于其他国家。JudyShelton说：“竞争国家正在非常努力地寻找美元的替代品。我认为我们要走在时代的前面，确保美元继续成为世界上最好的货币，这一点非常重要。”(BFX.NU)#比特币##数字货币##金融#,2020-02-14 15:21
¡¾美再延长华为临时许可45天允许与美企继续开展业务|美国|华为_新浪军事_新浪网¡¿[环球网报道记者李东尧]据路透社最新消息，美国特朗普政府当地时间13日宣布，将把允许美国公司继续与华为公司开展业务的期限再延长45天。路透社称，去年5月，美国商...O美再延长华为临时许可45天允许与美企继续开展业务,2020-02-14 15:18
菲律宾终止菲美关键军事协议特朗普一点也不在乎:这样省了很多钱O网页链接,2020-02-14 15:17
¡¾特朗普“不在意”美菲军事协议终止：能够省一大笔钱|特朗普|访问部队协议_新浪军事_新浪网¡¿来源：新华社O特朗普“不在意”美菲军事协议终止：能够省一大笔钱,2020-02-14 15:17
白宫首席经济顾问库德洛：对中国就#新型冠状病毒#的反应、及没有邀请美国卫生官员协助感到失望。“我们感到非常失望，因为中国仍未接受，我们派疾控中心专家、与世卫组织专家组一起到中国。大概在两周前，我宣布我们正在派遣最厉害的专家过去，因为那是特朗普和(美国卫生和公共服务部部长)阿扎，在白宫椭圆形办公室会晤的结果。事实证明中方从未答应。我们的人仍没有去”。“我们公共卫生团队中的一些专家非常失望，我们以为中国有更好的透明度，但事实并非如此。我知道他们对他们的数字进行了修改，他们说这是一种不同的计算方法。我们只是不知道，这都是一个巨大的未知数。我希望我们能了解更多，因为，这不应该与政治或贸易有关，这仅仅是关于人们的健康、公共卫生、帮助人们”。“#新冠肺炎#疫情在美国被控制住了，我们不知道在中国是否被控制住了。我们以为他们的病例正在减少。事实证明事实并非如此。因此，我们与中国接触，总统在与中国领导人接触。我们与他们有很好的贸易协议等等。但是，在这一特殊问题上，我们对中国的反应感到非常失望。”O网页链接,2020-02-14 15:10
【美参议院通过决议，限制特朗普对伊动武】13日，美参议院以55：45的投票结果通过一项限制特朗普对伊朗动用武力的决议。决议规定除非国会正式宣战或者明确批准，否则总统不得动用军事力量对伊朗采取行动。值得注意的是，当天投票共有8名共和党人倒戈，对这项决议投了赞成票。特朗普此前曾威胁将对该决议动用否决权。L微丢的微博视频,2020-02-14 15:08
这个也没提到4月份啊，昨晚就有媒体报道了……而且王小石贴了特朗普也说4月……真是醉了L燃新闻的秒拍视频,2020-02-14 15:07
《美司法部长吐槽特朗普频繁发推：我没法好好工作》据美国广播公司报道，巴尔在一场ABC专访中就特朗普前竞选顾问罗杰·斯通涉“通俄门”一案做出评价。O网页链接,2020-02-14 15:05
欢迎特朗普来访华。（傅杨）,2020-02-14 15:01
SenateslamsdooronwitnessesinTrumpimpeachmenttrial华盛顿--上周五，美国参议院以微弱优势否决了对特朗普总统弹劾审判的证人，并最终投票结束了这一程序。,2020-02-01 14:18
参议院否决民主党传唤证人动议，特朗普弹劾案下周将迎来终结当地时间周五（1月31日）美国参议院以51票对49票的结果否决了民主党提出的在弹劾审判中传唤证人和提取证据的动议。这意味着持续数月的针对美国总统特朗普的弹劾案将很快迎来终结。,2020-02-01 14:17
特朗普今天发推称:“这个人（博尔顿）几年前没能被批准成为驻联合国大使，从那以后，他的任何事情都没能被批准。他后来“乞求”我给他一个无需参议院批准的工作，尽管很多人说“不要这样做”，但我还是给了他这个工作。”特朗普说:博尔顿在美国政府担任总统顾问期间犯了不少错误。我如果听他的话，现在已经是第六次世界大战。离开白宫后，他立即写了一本令人作呕和不真实的书，都是国家安全机密。谁会这么做？”,2020-02-01 14:15
#美国宣布进入公共卫生紧急状态#今天对特朗普来说是一个大日子，必须mark一下。弹劾审判戛然而止，民主党无法获得足够共和党人的支持，传召更多证人作证，比如关键证人博尔顿，弹劾程序基本上走到尽头。下周二特朗普发表完国情咨文后，周三参议院将会正式投票，宣布他无罪。#双黄连不要脸##李兰娟提倡没毛病不要乱吃药#,2020-02-01 14:14
#联网就会被网络攻击#网络攻击已成为全球第三大威胁每个国家都不能独善其身#中国遭受的网络攻击主要来自美国##特朗普同意对伊朗网络攻击#O网页链接,2020-02-01 14:12
【21考研人英语长难句——第12句】司南考研华南师范大学311教育学考研湖南师范大学湖南大学华中师范大学@司南考研教育@教育学谢康康这个句子，难度不大，讲的是美国特朗普的一点点事。句子没啥难度，但是这个句子里的单词你就一定要面熟，因为考研阅读中很多这样的单词，什么议会，国会，民主党派，法律之类的。其实实力是慢慢日积月累的，你每天坚持记单词，每天分析句子，会为你后面的阅读减轻负担，会给你专业课复习省出时间。就这样说吧，像今天这种难度的句子，建议一段时间，你就应该游刃有余，这就是你的目标,2020-02-01 14:12
在脱欧后将英联邦这些英语国家重新紧密联系一起，形成一个没有旅行限制，人员自由流动，贸易更加紧密，跨境资金流动更加便利的英语国家联盟，这对于平衡欧盟影响力，使英国脱欧后成为有影响力的全球大国有着重要作用，而美国总统特朗普之前也对英语国家联盟的设想很感兴趣。O脱欧之后英国往何处去？稳欧盟、更亲美、重振英联邦,2020-02-01 14:12
8000多人死亡！美国疫情比我国还重，特朗普却只顾跟政敌撕BO网页链接,2020-02-01 14:12
【UTV兵鉴】据环球时报本月31日消息，美国《国会山报》报道称，白宫已经对前国家安全顾问博尔顿发出正式信弹劾案出现重磅证据！特朗普慌得语无伦次：都是下流的国家机密→_→这种建立在利益而非信仰之上的“同志友谊”是靠不住的，因为他们不是“革命战友”。也就是说，特朗普一旦雇佣某个人当官，就必须是“铁饭碗”；否则就会招致反扑、引火烧身。所以，谁说美国没有“官员终生制”？！这不是变相的终生制吗——跟着特朗普做完总统任期，否则就是炒鱿鱼、要反咬他一口。O网页链接,2020-02-01 14:05
【猝不及防！伊朗突然宣布重大决定，惊动全球，特朗普又闯下大祸】（来自@一点资讯）O猝不及防！伊朗突然宣布重大决定，惊动全球，特朗普又闯下大祸,2020-02-01 14:03
《限制特朗普对伊动武，众议院亮“最强武器”》本月9日，美国国会众议院通过一项议案旨在限制特朗普政府对伊朗进行军事行动的议案。O网页链接,2020-02-01 14:02
"我分享了【特朗普：中美正密切合作应对疫情】,快来看吧！|O网页链接",2020-02-01 13:54
不知道大家有没有这个感觉，我就感觉从那年英国脱欧开始，然后特朗普上台，之后这个世界就一天天变得更差，每年哦不每天都在发生那种能载入史册的史实。每一次我都觉得，哇，这已经够烂了吧，再过两天一起床发现，哎呦不错哦还有更烂的呢~,2020-02-01 13:53
分享网易新闻《特朗普后悔辞退博尔顿了，博尔顿新书可能让弹劾成功!》O特朗普后悔辞退博尔顿了，博尔顿新书可能让弹劾成功!来自@网易新闻客户端#网易新闻#,2020-02-01 13:50
美国会参议院否决特朗普弹劾案审理阶段取证动议估计是觉得把职责问题搞清楚就能省去不少麻烦事,2020-02-01 13:50
『罗思义：为什么特朗普要极力干预英国脱欧？因为对中国影响非常大！_风闻社区』O罗思义：为什么特朗普要极力干预英国脱欧？因为对中国影响非常大！,2020-02-01 13:49
特朗普曾预言：“让中国有个惊喜”，现在特朗普政府宣布：“去过中国的外国人士暂不允许来访”“中国公民不予访美签证”。这些事不管是真是假，但有一点是肯定的就是千方百计地遏止中国的发展，巩固美国优先的地位。,2020-02-01 13:48
收回前言，首发在哪个省仿佛都一样，特朗普大坏比,2020-02-01 13:48
美国：参议院否决取证动议特朗普脱罪几成定局此视频已有1346次播放，快来一起看看！O网页链接,2020-02-01 13:46
#特朗普暗恋肖战#🔒🔒#灭霸迎娶肖战#🔒🔒#伏地魔倒追肖战#🔒🔒#灭霸特朗普普京谁打赢了谁迎娶内娱颜颠肖战#🔒🔒#内娱颜颠肖战和亲美利坚#🔒🔒#227大团结#🔒🔒晚风吹拂着tlp刀削一般的皱纹，xz看了心疼，主动拉住他的手。tlp回头看他，这个黄发的白种男人已经不再年轻了，有些政客说他已经老到会被一个马叉虫吸引......xz不想在此刻思考这些，不是时候，这太侮辱他们之间的爱情了！他们都说是因为钱，成千上万的人，男人、女人、老人、孩子、中学生、丑陋的人、美人、普通人、名流......没有一个人认为他们是真心相爱。他们说：你怎么可能和那么多拥有特殊身份的人恋爱？！你怎么可能不是为了钱？相隔多少国家都能谈恋爱？语言不通都没关系？笑话，恶心、我快吐了——......xz紧闭双眼，不想再回忆起那些嘲笑。他喜欢被别人嘲笑吗？是他故意找这些男人恋爱吗？他们之间不是爱情吗？没有体验过，怎么能这样下结论！！他谈恋爱，关别人什么事？是他谈恋爱还是它们谈？他们接受不了就肆意侮辱吗？这世界上，怎么有，怎么能有，这么爱管闲事的烂人？！这事情和它们有一点关系吗？是他求着它们关注自己的恋爱了吗？是他在故意宣扬吗？嫌恶心就gun啊！谁要你们出现啊？！jian不jian啊？！gun啊！！xz又哭了，他大声抽泣着，这是他今天第四次崩溃了。他宁愿自己还是个小学生，每天只要乖乖去上学就好了，和这种破事沾不上一点关系。tlp静静地握着他的手，快要3月份了，街上还是很冷，寒风簌簌的夜里，只有xz的手心和眼泪才有一点点热度。只有爱、只要爱、只要十年如一日的持续心动，他们什么都能克服。,2020-02-29 21:11
"#特朗普暗恋肖战#那个好奇一下，这个cp怎么来的?我是说除了某条关于肖战粉丝举报ao3的微博下，有条评论说(特朗普在ao3上有800tag，我也没见他举报啊。)之外,我也没找到什么可以拉在一起的地方。所以有姐妹能解释下吗？",2020-02-29 21:11
白宮來賓為特朗普禱告？解讀之要領在於表情，因為相由心而生：特朗普在發功恩澤來賓！,2020-02-29 21:11
227历史时刻我的ao3被你们弄没了，那么你们蒸煮，也别想好过。别跟我说什么蒸煮是无辜的，早干嘛去了？靠蹭热度出名的，靠粉丝赚过钱的，那现在粉丝出了事，这个锅你就必须背，糊穿地心不解释人间贱畜小飞贼🦐倒打一耙小飞贼🦐祖坟冒烟小飞贼🦐爱偷东西小飞贼🦐死不认错小飞贼🦐碰瓷引战小飞贼🦐上升平台小飞贼🦐和小飞贼一起守护我们亲爱的🈹️🈹️🦐#227大团结##肖战粉丝举报老福特##肖战粉丝别偷了##肖战粉丝举报ao3##肖战粉丝举报b站##肖战粉丝饭圈耻辱##肖战粉丝恶臭出圈#227历史时刻冰雹姐妹勇闯天涯[/cp]专狙肖姨，顶贴带话题#肖战粉丝举报lofter#题#肖战粉丝举报ao3#开#肖战粉丝举报老福特#果#肖战撒谎成性##肖战#之#伯爵六折#💩#肖战粉丝别偷了#题#特朗普暗恋肖战#哈#六折#来#肖战粉丝饭圈耻辱#井水不犯河水，为什么要先过界呢？#肖战粉丝举报ao3#又为什么要人肉她人#请肖战粉丝停止网络暴力#疫情当前发国难财的时候，良心不会痛吗#肖战粉丝吃人血馒头#如果真的爱他为什么要去偷呢#肖战粉丝别偷了#我们只是小老百姓干不过大明星，还请留一条生路吧！#肖战粉絲惡毒成性#球球，肖战的粉丝们了#肖战粉丝饭圈耻辱#放我们一条生路吧#肖战粉丝举报老福特#！我们保证我们不会再写文章了，不要再人肉我们了#请肖战粉丝停止网络暴力#我们只是想安安静静的看看文章而已，求求你们放过我们和太太们吧#肖战粉丝举报ao3#我们只是一个小众群体，从来没有想过要和大明星对上#肖战粉丝别偷了#,2020-02-29 21:10
转//#看点快报#《“超级星期二”将至，8个月后谁来挑战特朗普？》O网页链接,2020-02-29 21:10
#新冠肺炎病毒几乎人人易感#150秒带你认清“伪装者”新冠病毒！L央视频的微博视频#特朗普称疫情被媒体夸大#,2020-02-29 21:10
特朗普真的是一个发达国家的总统吗？怎么说的那些话感觉像我们中国人喝多了酒吹🐂🍺？？？匪夷所思……#特朗普称疫情被媒体夸大##特朗普称新冠病毒风险对美国依旧很低#,2020-02-29 21:10
【美国亚细安峰会因疫情将推迟举行】美国决定展延原定3月14日举行的美国-亚细安峰会。美国总统特朗普去年11月缺席在曼谷的亚细安峰会后，邀请亚细安10国领导人到拉斯维加斯出席一场“特别峰会”，但鉴于各国仍在应对新冠状病毒疫情，美国决定展延此次会议。,2020-02-29 21:08
"特朗普在谈到“阿富汗撤军”问题时，现场摄像机给到了台上一位年轻的妈妈Amy：坐在第一夫人身边的她，身边带着两个分别6岁和4岁的孩子——他们已经有好几个月没有见到远在阿富汗执行任务的军人爸爸了。特朗普当众感谢Amy：“感谢你们的牺牲，让我们可以有机会生活在和平安全的环境中。”接下来，特朗普拿出了：“ONEMORETHING”：“我今天给了你一个特别的惊喜，把你的丈夫带了回来......""话音未落，军人丈夫就从旁边的楼梯走了下来......一家人拥抱团聚，全场起立鼓掌，欢呼，齐声喊道”USA，USA，USA......”#美国北约14个月内从阿富汗全部撤军#L袍哥说事的微博视频",2020-02-29 21:08
"#特朗普肖战#特战队cp《特朗已扑，笑未斩》狗血三流言情赞赞从十二岁那年，就跟在tlp身后，喜欢喊着他‘朗朗哥哥’岁月不可回头，时光留给赞赞的只有冷漠跟无情。赞赞失去了一颗肾，还有孩子。在那一场大火里，他看着她最爱的那个男人，抱着🦐离开。在闭上眼睛的那一刻，赞赞想；tlp，如果时光能倒流，我不想在遇见你了。片段一“tlp，你是不是太看得起你自己了？你以为我会想要这个孩子？”“如果不想要的话，那就将它吃了。""tlp说着便伸出了手，露出了手里面的biyunyao。看到拿药，赞赞突然笑了起来，笑的张狂而又放肆。片段二：麻药缓缓打进赞赞的身体，赞赞痛苦的慢慢闭上眼睛。我的肾，我对不起你，tlp，你真狠！为了🦐，你居然要我的肾！ps：梗来自“顾北城你好狠”，权侵删",2020-02-29 21:07
"我分享了【阿富汗“和平协议”:是特朗普的赌注,也是美国的阴谋!】,快来看吧！|O网页链接",2020-02-29 21:07
#灭霸迎娶肖战##特朗普暗恋肖战##灭霸特朗普普京谁打赢了谁迎娶内娱颜颠肖战#哈哈哈哈哈哈哈哈哈哈哈哈哪个鬼才创的，可以让乔碧萝加入吗,2020-02-29 21:06
"[北京您早]特朗普竞选团队起诉《纽约时报》,特朗普竞选团队起诉《纽约时报》。L[北京您早]特朗普竞选团队起诉《纽约时报》",2020-02-29 21:05
#ao3墙了#......醉了，打不开了#特朗普暗恋肖战##肖战粉丝举报ao3#,2020-02-29 21:04
#特朗普称疫情被媒体夸大#到底情况如何？看看郭杰瑞在美国的采访吧O网页链接,2020-02-29 21:04
转//#看点快报#《不管特朗普怎么说，美国人开始囤货了》O网页链接————看来美国的总统大人就不像中国领袖对老百姓那么好！！！！！,2020-02-29 21:04
刚刚，美囯为他疯狂，交通瘫痪！特朗普竟然宣布...马云为国争光!『刚刚，美囯为他疯狂，交通瘫痪！特朗普竟然宣布...马云为国争光!』O刚刚，美囯为他疯狂，交通瘫痪！特朗普竟然宣布...马云为国争光!,2020-02-29 21:04
#特朗普称疫情被媒体夸大#不要制造紧张气氛，常将危机挂在嘴上，制定更严格的考评制度，员工思想压力大，有些人支撑不住，有可能提前退出战场。,2020-02-29 21:03
#特朗普称疫情被媒体夸大#president总统，resident居民，有个p的区别。L微丢的微博视频,2020-02-29 21:03
【#美国加州33人病毒检测阳性#8400人接受感染状况监测】#美国N95口罩暴涨5倍#美国加利福尼亚州州长加文·纽瑟姆周四(27日)在新闻发布会上宣布，该州有33人新型冠状病毒检测呈阳性，官员们正在监测超过8400人的新冠肺炎感染状况。纽瑟姆表示，5名新冠病毒检测呈阳性的患者已经搬离该州，其中包含一名感染途径不明的患者。此前#美国CDC#发言人称，该患者与“钻石公主”号邮轮无关，最近也没有去过中国或其他疾病传播中心地区，跟此类人群也没有过接触。该病例的出现引发了人们关于新冠肺炎在美国普通公众中传播的担忧。#美国现首例无法确定病源新冠肺炎患者##特朗普称像对待流感一样对待新冠肺炎##风视频#O网页链接L凤凰网视频的微博视频L凤凰网视频的微博视频,2020-02-28 22:16
#特朗普暗恋肖战#一个够嫩的川L抹茶红豆蛋炒饭的微博视频,2020-02-28 22:15
来自太阳的特朗普,2020-02-28 22:15
227历史时刻超话是各个圈的兄弟姐妹建起来的，还有谁没有进来吗？我一个二次元都来了。#227大团结##特朗普暗恋肖战#,2020-02-28 22:15
【绿色军服】此前，美国情报界称2016年的美国大选遭到俄罗斯的干预。特朗普得到俄罗斯的支持后，一路飙升俄一言响彻全球：新冠病毒早在美国流行了，美国有掩盖疾病流行的嫌疑O网页链接,2020-02-28 22:14
#特朗普暗恋肖战#哈哈哈哈哈太有才了，真的鬼才！为姐妹脑洞鼓掌,2020-02-28 22:14
连续几天不想改论文，这两天看了好多国际政治，科普，经济，奇闻异事等等等视频，什么UFO啊，人是否有前世啊，探秘鬼楼啊，韩国财阀教会和总统选举，贸易战特朗普美股与总统大选，中东地区发展，疫情分析，拉丁美洲几国发展变迁……还是很有意思的，这么有求知欲，怎么就不想改论文呢？阴天没有创作欲，快晴天吧！！给我一束光，日更4000不用愁。,2020-02-28 22:14
简单用手机自带的便签写的…如果发现语病和错别字请不要打我微博不是爱限流吗，看看你限流快还是我话多吼#肖战粉丝饭圈耻辱##特朗普暗恋肖战##肖战粉丝举报ao3#,2020-02-28 22:14
